Yr/Seas,Host,Nationalities,Leader (s),Route(s),Result,Smtrs,Dead,Exped ID,Year,expedition_code,member_count,total_members,death_mbrs,hired_deaths,hired_count,hired_DR,mbr_DR
1988 Aut,Nepal,"Spain, France",Lluis Belvis Del Rio,Lho La-W Ridge (to 7800m) / S Col-SE Ridge,Success,5,1,EVER-883-01,1988,EVER883011988,23,19,0,1,4,0.25,0
1988 Aut,China,"France, Czechoslovakia, Italy, USA",Benoit Chamoux,N Face (Japanese & Hornbein Couloirs),Bad Weather,,1,EVER-883-02,1988,EVER883021988,13,13,1,0,0,#DIV/0!,0.076923077
1988 Aut,Nepal,"USA, UK",James Frush,S Col-SE Ridge,Success,7,,EVER-883-03,1988,EVER883031988,17,13,0,0,4,0,0
1988 Aut,Nepal,S Korea,Choi Chang-Min,S Pillar-SE Ridge,Success,7,,EVER-883-04,1988,EVER883041988,21,20,0,0,1,0,0
1988 Aut,China,USA,Courtney Skinner,N Col-NE Ridge,Bad Weather,,,EVER-883-05,1988,EVER883051988,32,32,0,0,0,#DIV/0!,0
1988 Aut,Nepal,"France, Switzerland",Francois Poissonnier,S Col-SE Ridge,Success,8,,EVER-883-06,1988,EVER883061988,17,14,0,0,3,0,0
1988 Aut,Nepal,France,Marc Batard,S Col-SE Ridge,Success,1,,EVER-883-07,1988,EVER883071988,1,1,0,0,0,#DIV/0!,0
1988 Aut,Nepal,Czechoslovakia,"Ivan Fiala, Jaroslav Orsula",SW Face (up); SE Ridge-S Col (down),Success,1,4,EVER-883-08,1988,EVER883081988,8,8,4,0,0,#DIV/0!,0.5
1988 Aut,Nepal,New Zealand,Rob Hall,S Pillar-SE Ridge / S Col-SE Ridge,Success,1,,EVER-883-09,1988,EVER883091988,5,5,0,0,0,#DIV/0!,0
1988 Aut,Nepal,France,Serge Koenig,S Col-SE Ridge,Success,2,2,EVER-883-10,1988,EVER883101988,11,9,0,2,2,1,0
1988 Aut,China,"Canada, USA",Barry Blanchard,Face between N and NE Ridges (to 8000m) / N Col-N Face (Great Couloir) (to 8400m),"Illness, AMS",,,EVER-883-11,1988,EVER883111988,2,2,0,0,0,#DIV/0!,0
1988 Aut,China,USA,Joe Dinnen,E Face,Bad Conditions,,,EVER-883-12,1988,EVER883121988,7,7,0,0,0,#DIV/0!,0
1988 Win,Nepal,"Belgium, Netherlands, Poland",Herman Detienne,S Col-SE Ridge,Accident,,1,EVER-884-01,1988,EVER884011988,20,17,0,1,3,0.333333333,0
1988 Win,Nepal,S Korea,Park Young-Bae,SW Face (Bonington rte),Bad Weather,,,EVER-884-02,1988,EVER884021988,13,11,0,0,2,0,0
1988 Win,China,Japan,Tsuneo Hasegawa,Face between N and NE Ridges,Bad Weather,,,EVER-884-03,1988,EVER884031988,4,4,0,0,0,#DIV/0!,0
1989 Spr,Nepal,"USA, Mexico",Walt McConnell,S Col-SE Ridge,Success,3,1,EVER-891-01,1989,EVER891011989,21,18,0,1,3,0.333333333,0
1989 Spr,Nepal,"New Zealand, Nepal",Rob Hall,S Pillar (to 7000m) / S Col-SE Ridge (to 8200m),"Illness, AMS",,,EVER-891-02,1989,EVER891021989,4,4,0,0,0,#DIV/0!,0
1989 Spr,Nepal,"Poland, Canada, Mexico, UK, USA",Eugeniusz Chrobak,Khumbutse-W Ridge-N Face (Hornbein Couloir),Success,2,5,EVER-891-03,1989,EVER891031989,19,19,5,0,0,#DIV/0!,0.263157895
1989 Spr,Nepal,"USA, Australia, Belgium, New Zealand, Sweden, UK","Karen Fellerhoff, Peter Athans",S Col-SE Ridge,Success,4,,EVER-891-04,1989,EVER891041989,18,15,0,0,3,0,0
1989 Spr,Nepal,Yugoslavia,Jovan Poposki,S Col-SE Ridge,Success,5,1,EVER-891-05,1989,EVER891051989,17,15,1,0,2,0,0.066666667
1989 Spr,Nepal,"France, Belgium, USA",Karl Huyberechts,S Col-SE Ridge,Bad Weather,,,EVER-891-06,1989,EVER891061989,8,8,0,0,0,#DIV/0!,0
1989 Spr,Nepal,France,Marc Batard,SW Face,Bad Weather,,,EVER-891-07,1989,EVER891071989,1,1,0,0,0,#DIV/0!,0
1989 Spr,Nepal,Austria,Josef Hassler,S Col-SE Ridge,Bad Weather,,,EVER-891-08,1989,EVER891081989,2,2,0,0,0,#DIV/0!,0
1989 Sum,China,Italy,Oreste Forno,N Face,Bad Conditions,,,EVER-892-01,1989,EVER892011989,6,6,0,0,0,#DIV/0!,0
1989 Sum,China,Spain,Javier Escartin,N Col-NE Ridge,Bad Conditions,,,EVER-892-02,1989,EVER892021989,16,16,0,0,0,#DIV/0!,0
1989 Sum,China,Spain,Santiago Arribas Perez,N Col-NE Ridge,Bad Conditions,,,EVER-892-03,1989,EVER892031989,18,16,0,0,2,0,0
1989 Sum,China,"Greece, Bulgaria",Stratos Paraskevaidis,N Col-NE Ridge,Bad Weather,,,EVER-892-04,1989,EVER892041989,5,5,0,0,0,#DIV/0!,0
1989 Aut,China,"Chile, USA",Juan Andres Maramisio,W Ridge from N via Hornbein Couloir,Bad Weather,,,EVER-893-01,1989,EVER893011989,10,10,0,0,0,#DIV/0!,0
1989 Aut,China,"USA, UK",Gary Speer,NE Ridge (to 7030m) / N Col-NE Ridge (to 8000m),Bad Weather,,,EVER-893-02,1989,EVER893021989,10,10,0,0,0,#DIV/0!,0
1989 Aut,China,Yugoslavia,Darko Berljak,N Face (Great Couloir),Bad Conditions,,,EVER-893-03,1989,EVER893031989,27,27,0,0,0,#DIV/0!,0
1989 Aut,China,"France, Belgium, W Germany",Claude Jaccoux,N Col-NE Ridge,Bad Weather,,,EVER-893-04,1989,EVER893041989,22,22,0,0,0,#DIV/0!,0
1989 Aut,China,"Switzerland, Italy, W Germany",Norbert Joos,N Col-N Face (Messner Couloir),Bad Conditions,,,EVER-893-05,1989,EVER893051989,6,6,0,0,0,#DIV/0!,0
1989 Aut,China,USA,Keith Brown,N Col-N Face (Great Couloir),Bad Weather,,,EVER-893-06,1989,EVER893061989,2,2,0,0,0,#DIV/0!,0
1989 Aut,China,"USA, Australia, Mexico",Michael Dunn,N Col-NE Ridge,Bad Weather,,,EVER-893-07,1989,EVER893071989,18,17,0,0,1,0,0
1989 Aut,Nepal,Japan,Ken Kanazawa,S Col-SE Ridge,Success,5,,EVER-893-08,1989,EVER893081989,30,24,0,0,6,0,0
1989 Aut,Nepal,Mexico,Carlos Carsolio Carrea,S Col-SE Ridge,Success,1,,EVER-893-09,1989,EVER893091989,4,4,0,0,0,#DIV/0!,0
1989 Aut,China,Italy,Lorenzo Mazzoleni,N Face (Japanese Couloir),Bad Weather,,,EVER-893-10,1989,EVER893101989,4,4,0,0,0,#DIV/0!,0
1989 Aut,China,"France, Switzerland",Eric Escoffier,N Col-N Ridge-N Face,Bad Weather,,,EVER-893-11,1989,EVER893111989,7,6,0,0,1,0,0
1989 Aut,Nepal,S Korea,Kim In-Tae,S Pillar-SE Ridge,Success,1,,EVER-893-12,1989,EVER893121989,16,16,0,0,0,#DIV/0!,0
1989 Aut,Nepal,"France, Italy",Jean-Franck Charlet,S Pillar-SE Ridge,Lack of Supplies,,,EVER-893-13,1989,EVER893131989,9,9,0,0,0,#DIV/0!,0
1989 Aut,Nepal,S Korea,Lee Suk-Woo,Lho La-W Ridge from S,Success,3,,EVER-893-14,1989,EVER893141989,14,11,0,0,3,0,0
1989 Aut,China,Japan,Yoshio Ogata,N Face (Japanese & Hornbein Couloirs),Bad Conditions,,,EVER-893-15,1989,EVER893151989,9,9,0,0,0,#DIV/0!,0
1989 Win,Nepal,S Korea,Kim Ha-Kyung,S Col-SE Ridge,Bad Weather,,1,EVER-894-01,1989,EVER894011989,28,27,0,1,1,1,0
1990 Spr,China,W Germany/Iran,Mischa Saleki,W Ridge from N,Route Difficulty,,,EVER-901-01,1990,EVER901011990,1,1,0,0,0,#DIV/0!,0
1990 Spr,China,"USA, Austria, Canada, Spain",Todd Burleson,W Ridge from N,"Illness, AMS",,,EVER-901-02,1990,EVER901021990,17,13,0,0,4,0,0
1990 Spr,China,"USA, China, USSR","Jim Whittaker, Vladimir Shataev, Lobsang Dawa",N Col-NE Ridge,Success,20,,EVER-901-03,1990,EVER901031990,39,39,0,0,0,#DIV/0!,0
1990 Spr,Nepal,Nepal,Chetra Bahadur Gurung,S Col-SE Ridge,Success,4,,EVER-901-04,1990,EVER901041990,28,26,0,0,2,0,0
1990 Spr,Nepal,Switzerland,Beda Fuster,Lho La-W Ridge (to 7450m) / S Col-SE Ridge (to 8200m),"Illness, AMS",,,EVER-901-05,1990,EVER901051990,6,6,0,0,0,#DIV/0!,0
1990 Spr,Nepal,Australia,Timothy Macartney-Snape,Lho La-W Ridge (to 7400m) / S Col-SE Ridge,Success,1,,EVER-901-06,1990,EVER901061990,4,4,0,0,0,#DIV/0!,0
1990 Spr,Nepal,USA,Glenn Porzak,S Col-SE Ridge,Success,9,,EVER-901-07,1990,EVER901071990,13,10,0,0,3,0,0
1990 Spr,Nepal,"New Zealand, Belgium, Canada, Sweden, USA",Rob Hall,S Col-SE Ridge,Success,7,,EVER-901-08,1990,EVER901081990,11,10,0,0,1,0,0
1990 Spr,Nepal,Belgium,Karl Huyberechts,S Col-SE Ridge,Lack of Supplies,,,EVER-901-09,1990,EVER901091990,3,3,0,0,0,#DIV/0!,0
1990 Spr,China,"New Zealand, Australia, UK",Mike Perry,N Face (direct) / N Face-N Col-N Ridge,Route Difficulty,,,EVER-901-10,1990,EVER901101990,9,9,0,0,0,#DIV/0!,0
1990 Aut,China,"USA, Canada",Mark Hesse,N Face (Japanese Couloir),Bad Conditions,,,EVER-903-01,1990,EVER903011990,6,6,0,0,0,#DIV/0!,0
1990 Aut,Nepal,Spain,Jose Luis Zuloaga,SW Face,Bad Weather,,,EVER-903-02,1990,EVER903021990,11,11,0,0,0,#DIV/0!,0
1990 Aut,Nepal,"S Korea, Japan","Nobuo Kuwahara, Roh Jong-Baek",S Col-SE Ridge,Success,5,1,EVER-903-03,1990,EVER903031990,17,14,1,0,3,0,0.071428571
1990 Aut,China,Italy,Giuseppe Pozzoli,N Face (Japanese Couloir),Bad Conditions,,,EVER-903-04,1990,EVER903041990,3,3,0,0,0,#DIV/0!,0
1990 Aut,Nepal,"France, Netherlands, Switzerland, USA",Laurence De La Ferriere,S Col-SE Ridge,Success,8,,EVER-903-05,1990,EVER903051990,24,22,0,0,2,0,0
1990 Aut,China,Spain,Cesar Perez de Tudela,N Col-NE Ridge,Accident,,3,EVER-903-06,1990,EVER903061990,14,11,1,2,3,0.666666667,0.090909091
1990 Aut,Nepal,"USA, Canada, USSR",Hooman Aprin,S Pillar (to 7700m) / S Col-SE Ridge,Success,7,,EVER-903-07,1990,EVER903071990,13,11,0,0,2,0,0
1990 Aut,Nepal,"France, UK",Pierre Dutrievoz,S Col-SE Ridge,Bad Weather,,,EVER-903-08,1990,EVER903081990,12,11,0,0,1,0,0
1990 Aut,Nepal,"France, Belgium",Marc Batard,S Col-SE Ridge,Success,7,,EVER-903-09,1990,EVER903091990,21,18,0,0,3,0,0
1990 Aut,Nepal,"Yugoslavia, Italy",Tomaz Jamnik,W Cwm-W Ridge (to 7500m) / S Col-SE Ridge,Success,4,,EVER-903-10,1990,EVER903101990,16,14,0,0,2,0,0
1990 Aut,Nepal,France,Annie Beghin,S Col-SE Ridge,Bad Weather,,,EVER-903-11,1990,EVER903111990,2,2,0,0,0,#DIV/0!,0
1990 Aut,Nepal,S Korea,Park Young-Bae,SW Face (Bonington rte),Bad Weather,,,EVER-903-12,1990,EVER903121990,6,6,0,0,0,#DIV/0!,0
1991 Spr,Nepal,USA,Peter Athans,S Col-SE Ridge,Success,1,,EVER-911-01,1991,EVER911011991,4,4,0,0,0,#DIV/0!,0
1991 Spr,Nepal,USA,"Robert Link, Edmund Viesturs",S Col-SE Ridge,Success,1,,EVER-911-02,1991,EVER911021991,9,8,0,0,1,0,0
1991 Spr,Nepal,Nepal,Lobsang Tashi Sherpa,S Col-SE Ridge,Success,3,,EVER-911-03,1991,EVER911031991,13,13,0,0,0,#DIV/0!,0
1991 Spr,China,"USA, Australia, New Zealand",Eric Simonson,N Col-NE Ridge / NE Ridge,Success,10,,EVER-911-04,1991,EVER911041991,26,22,0,0,4,0,0
1991 Spr,China,Sweden,Jack Berg,N Face (Japanese & Hornbein Couloirs),Success,3,,EVER-911-05,1991,EVER911051991,23,21,0,0,2,0,0
1991 Spr,Nepal,"USA, Australia, Canada",Rick Wilcox,S Col-SE Ridge,Success,4,,EVER-911-06,1991,EVER911061991,10,10,0,0,0,#DIV/0!,0
1991 Spr,Nepal,Australia,Michael Groom,W Cwm-W Ridge (to 7400m) / S Col-SE Ridge (to 7900m),Bad Weather,,,EVER-911-07,1991,EVER911071991,6,6,0,0,0,#DIV/0!,0
1991 Spr,Nepal,S Korea,Lee Kang-Oh,SW Face (Bonington rte),Bad Conditions,,,EVER-911-08,1991,EVER911081991,13,12,0,0,1,0,0
1991 Spr,China,"USA, New Zealand",Robert Anderson,A couloir just W of N Col-N Ridge,Bad Conditions,,,EVER-911-09,1991,EVER911091991,2,2,0,0,0,#DIV/0!,0
1991 Spr,China,"UK, Australia, France, New Zealand, Norway, USA",Harold Taylor,NE Ridge (to 8000m) / N Col-NE Ridge,Success,2,,EVER-911-10,1991,EVER911101991,18,16,0,0,2,0,0
1991 Spr,China,"Italy, Czechoslovakia",Oreste Forno,N Face (Great Couloir),Success,2,,EVER-911-11,1991,EVER911111991,8,8,0,0,0,#DIV/0!,0
1991 Spr,Nepal,"Switzerland, France, Germany",Norbert Joos,S Col-SE Ridge,Bad Weather,,,EVER-911-12,1991,EVER911121991,6,6,0,0,0,#DIV/0!,0
1991 Spr,China,"Austria, Czechoslovakia, Germany, Italy, Switzerland",Marcus Schmuck,N Col-NE Ridge (to 8550m) / NE Ridge (to 7900m),Bad Weather,,1,EVER-911-13,1991,EVER911131991,18,18,1,0,0,#DIV/0!,0.055555556
1991 Spr,Nepal,"France, Germany",Marc Batard,S Col-SE Ridge,Other,,,EVER-911-14,1991,EVER911141991,3,3,0,0,0,#DIV/0!,0
1991 Spr,China,Japan,Shinichi Hirano,E Ridge (to NE Ridge),Route Difficulty,,,EVER-911-15,1991,EVER911151991,13,13,0,0,0,#DIV/0!,0
1991 Spr,China,Japan,Muneo Nukita,N Col-NE Ridge,Success,4,1,EVER-911-16,1991,EVER911161991,4,2,1,0,2,0,0.5
1991 Sum,China,"Belgium, France, Luxembourg",Alain Hubert,N Face (Hornbein Couloir),Bad Weather,,,EVER-912-01,1991,EVER912011991,13,11,0,0,2,0,0
1991 Aut,China,India,Pranesh Chakraborty,N Face,Bad Conditions,,,EVER-913-01,1991,EVER913011991,21,21,0,0,0,#DIV/0!,0
1991 Aut,China,"Canada, Finland, USA",Peter Austen,N Col-NE Ridge,Bad Weather,,,EVER-913-02,1991,EVER913021991,18,18,0,0,0,#DIV/0!,0
1991 Aut,Nepal,Spain,Juan Carlos Gomez Ramos,S Col-SE Ridge,Success,4,,EVER-913-03,1991,EVER913031991,15,15,0,0,0,#DIV/0!,0
1991 Aut,Nepal,"Nepal, Belgium, France",Pasang Lhamu Sherpa,S Col-SE Ridge,Bad Weather,,,EVER-913-04,1991,EVER913041991,16,14,0,0,2,0,0
1991 Aut,Nepal,Spain,Josu Bereziartua,S Col-SE Ridge,Lack of Supplies,,,EVER-913-05,1991,EVER913051991,8,8,0,0,0,#DIV/0!,0
1991 Aut,Nepal,"France, Brazil, UK",Denis Pivot,S Col-SE Ridge,Bad Weather,,,EVER-913-06,1991,EVER913061991,20,19,0,0,1,0,0
1991 Aut,Nepal,"Poland, Australia, Germany, USA",Alexander Lwow,Khumbutse-W Ridge (to 7699m) / S Col-SE Ridge (to 6700m),Bad Weather,,,EVER-913-07,1991,EVER913071991,7,7,0,0,0,#DIV/0!,0
1991 Aut,Nepal,"Australia, New Zealand",Michael Groom,S Col-SE Ridge,"Illness, AMS",,,EVER-913-08,1991,EVER913081991,4,4,0,0,0,#DIV/0!,0
1991 Aut,Nepal,Japan,Yasuo Iwazoe,S Col-SE Ridge,Lack of Supplies,,,EVER-913-09,1991,EVER913091991,10,8,0,0,2,0,0
1991 Aut,Nepal,UK,Jonathan Pratt,S Col-SE Ridge,Bad Weather,,,EVER-913-10,1991,EVER913101991,1,1,0,0,0,#DIV/0!,0
1991 Aut,Nepal,"USSR, Ukraine, USA",Vladamir Balyberdin,S Col-SE Ridge / W Cwm-W Ridge (to 8100m+),Success,4,,EVER-913-11,1991,EVER913111991,10,10,0,0,0,#DIV/0!,0
1991 Aut,Nepal,"Germany, Switzerland",Hans Eitel,S Col-SE Ridge,Bad Weather,,,EVER-913-12,1991,EVER913121991,5,5,0,0,0,#DIV/0!,0
1991 Aut,China,Brazil,Thomaz Brandolin,N Col (Messner 1980 rte),Bad Weather,,,EVER-913-13,1991,EVER913131991,9,8,0,0,1,0,0
1991 Win,Nepal,Japan,Kunaiki Yagihara,SW Face,Bad Weather,,,EVER-914-01,1991,EVER914011991,18,18,0,0,0,#DIV/0!,0
1991 Win,Nepal,S Korea,Kim Kwang-Jin,S Pillar-SE Ridge,"Illness, AMS",,,EVER-914-02,1991,EVER914021991,13,11,0,0,2,0,0
1991 Win,Nepal,S Korea,Kim Teuk-Hee,S Col-SE Ridge,Bad Weather,,,EVER-914-03,1991,EVER914031991,6,5,0,0,1,0,0
1992 Spr,Nepal,"UK, Nepal",Mike Kefford,W Cwm-W Ridge-N Face (Hornbein Couloir),Bad Weather,,,EVER-921-01,1992,EVER921011992,23,19,0,0,4,0,0
1992 Spr,Nepal,"New Zealand, Australia, Belgium, Hong Kong, Israel, UK, USA",Rob Hall,S Col-SE Ridge,Success,14,,EVER-921-02,1992,EVER921021992,20,15,0,0,5,0,0
1992 Spr,Nepal,India,Deepak Kulkarni,S Col-SE Ridge,Other,,2,EVER-921-03,1992,EVER921031992,15,15,2,0,0,#DIV/0!,0.133333333
1992 Spr,Nepal,Spain,Francisco Soria,S Pillar-SE Ridge,Success,5,,EVER-921-04,1992,EVER921041992,20,18,0,0,2,0,0
1992 Spr,Nepal,USSR,Viacheslav Volkov,SW Face (to 7250m) / S Col-SE Ridge,Success,8,,EVER-921-05,1992,EVER921051992,20,20,0,0,0,#DIV/0!,0
1992 Spr,Nepal,Netherlands,Ronald Naar,S Col-SE Ridge,Success,4,,EVER-921-06,1992,EVER921061992,18,14,0,0,4,0,0
1992 Spr,Nepal,"USA, S Africa, UK",Todd Burleson,S Col-SE Ridge,Success,12,,EVER-921-07,1992,EVER921071992,20,15,0,0,5,0,0
1992 Spr,Nepal,Spain,Albino Quinteiro,S Col-SE Ridge,Bad Weather,,1,EVER-921-08,1992,EVER921081992,18,14,0,1,4,0.25,0
1992 Spr,Nepal,Chile,Mauricio Purto,S Col-SE Ridge,Success,3,,EVER-921-09,1992,EVER921091992,7,5,0,0,2,0,0
1992 Spr,China,"USA, Canada",Daniel Larson,N Col-NE Ridge,Bad Conditions,,,EVER-921-10,1992,EVER921101992,10,10,0,0,0,#DIV/0!,0
1992 Spr,Nepal,India,Hukam Singh,S Col-SE Ridge,Success,8,1,EVER-921-11,1992,EVER921111992,18,15,0,1,3,0.333333333,0
1992 Spr,Nepal,"UK, Czechoslovakia, USSR",Jonathan Pratt,S Col-SE Ridge,Success,1,,EVER-921-12,1992,EVER921121992,4,4,0,0,0,#DIV/0!,0
1992 Spr,China,"Japan, Kazakhstan","Motomu Ohmyia, Valeri Khrishchati",NE Ridge,Accident,,1,EVER-921-13,1992,EVER921131992,17,14,1,0,3,0,0.071428571
1992 Spr,Nepal,"Spain, USA",Cesar Perez de Tudela,S Col-SE Ridge,Route Difficulty,,,EVER-921-14,1992,EVER921141992,8,8,0,0,0,#DIV/0!,0
1992 Spr,China,Chile,Rodrigo Jordan,E Face-S Col-SE Ridge,Success,3,,EVER-921-15,1992,EVER921151992,7,7,0,0,0,#DIV/0!,0
1992 Spr,Nepal,France,Denis Chatrefou,S Col-SE Ridge,Bad Weather,,,EVER-921-16,1992,EVER921161992,6,6,0,0,0,#DIV/0!,0
1992 Spr,China,"Germany, Austria, Italy, Netherlands, Switzerland",Sigi Hupfauer,N Col-NE Ridge,Bad Weather,,,EVER-921-17,1992,EVER921171992,20,17,0,0,3,0,0
1992 Aut,China,Taiwan,Gau Ming-Ho,N Col-NE Ridge,Bad Weather,,,EVER-923-01,1992,EVER923011992,4,4,0,0,0,#DIV/0!,0
1992 Aut,China,Italy,Augusto Zanotti,N Face-N Ridge,Bad Weather,,,EVER-923-02,1992,EVER923021992,12,12,0,0,0,#DIV/0!,0
1992 Aut,Nepal,Spain,Pedro Tous,S Col-SE Ridge,Success,8,,EVER-923-03,1992,EVER923031992,10,10,0,0,0,#DIV/0!,0
1992 Aut,China,"Switzerland, Italy",Aldo Verzaroli,N Col-N Ridge-N Face (Great Couloir),Bad Weather,,,EVER-923-04,1992,EVER923041992,10,10,0,0,0,#DIV/0!,0
1992 Aut,China,USA,Douglas Hansen,N Face-N Ridge,Bad Conditions,,,EVER-923-05,1992,EVER923051992,7,5,0,0,2,0,0
1992 Aut,Nepal,"Germany, Austria, Switzerland",Ralf Dujmovits,S Col-SE Ridge,Success,2,,EVER-923-06,1992,EVER923061992,14,11,0,0,3,0,0
1992 Aut,Nepal,"USA, Mexico, Peru","Sergio Fitch Watkins, Wally Berg",S Col-SE Ridge,Success,5,,EVER-923-07,1992,EVER923071992,18,15,0,0,3,0,0
1992 Aut,Nepal,"France, Canada, Mexico, Nepal, Spain, USA",Michel Vincent,S Col-SE Ridge,Success,2,,EVER-923-08,1992,EVER923081992,11,9,0,0,2,0,0
1992 Aut,Nepal,"France, Belgium, Luxembourg",Bernard Muller,S Col-SE Ridge,Success,1,,EVER-923-09,1992,EVER923091992,6,5,0,0,1,0,0
1992 Aut,Nepal,"Italy, France, UK",Agostino Da Polenza,S Col-SE Ridge,Success,9,,EVER-923-10,1992,EVER923101992,21,20,0,0,1,0,0
1992 Aut,China,"Lithuania, Canada, Latvia, USA",Alex Bertulis,N Col-NE Ridge,Bad Weather,,,EVER-923-11,1992,EVER923111992,20,20,0,0,0,#DIV/0!,0
1992 Aut,Nepal,"Ukraine, France, USSR",Mikhail Turkevich,SW Face,Bad Weather,,,EVER-923-12,1992,EVER923121992,16,16,0,0,0,#DIV/0!,0
1992 Aut,Nepal,"France, Portugal, Switzerland",Michel Pelle,S Col-SE Ridge,Success,5,1,EVER-923-13,1992,EVER923131992,28,27,0,1,1,1,0
1992 Aut,Nepal,Nepal,Iman Gurung,S Col-SE Ridge,"Illness, AMS",,1,EVER-923-14,1992,EVER923141992,3,1,0,1,2,0.5,0
1992 Win,Nepal,"UK, USA",Philip Neame,S Col-SE Ridge,Bad Conditions,,,EVER-924-01,1992,EVER924011992,19,19,0,0,0,#DIV/0!,0
1992 Win,Nepal,Spain,Fernando Garrido,S Col-SE Ridge,Lack of Time,,1,EVER-924-02,1992,EVER924021992,4,1,0,1,3,0.333333333,0
1993 Spr,Nepal,"USA, Australia",Keith Brown,S Col-SE Ridge,Success,2,,EVER-931-01,1993,EVER931011993,4,4,0,0,0,#DIV/0!,0
1993 Spr,China,"China, Taiwan","Zeng Shu-Sheng, Lee Cheng-Yen",N Col-NE Ridge,Success,6,,EVER-931-02,1993,EVER931021993,21,16,0,0,5,0,0
1993 Spr,Nepal,Spain,Josu Feijoo,S Col-SE Ridge,Success,5,,EVER-931-03,1993,EVER931031993,11,9,0,0,2,0,0
1993 Spr,Nepal,S Korea,Lee Jong-Ryang,SW Face (to 8450m) / S Col-SE Ridge,Success,4,2,EVER-931-04,1993,EVER931041993,8,7,2,0,1,0,0.285714286
1993 Spr,Nepal,"USA, Canada, S Africa",Todd Burleson,S Col-SE Ridge,Success,8,,EVER-931-05,1993,EVER931051993,29,25,0,0,4,0,0
1993 Spr,Nepal,S Korea,Jeon Byoung-Man,S Pillar-SE Ridge,Bad Conditions,,,EVER-931-06,1993,EVER931061993,13,13,0,0,0,#DIV/0!,0
1993 Spr,Nepal,USA,"Paul Pfau, Michael Sinclair",S Col-SE Ridge,Success,10,,EVER-931-07,1993,EVER931071993,17,11,0,0,6,0,0
1993 Spr,Nepal,S Korea,Ji Hyun-Ok,S Col-SE Ridge,Success,7,,EVER-931-08,1993,EVER931081993,18,14,0,0,4,0,0
1993 Spr,Nepal,"India, Nepal",Bachendri Pal,S Col-SE Ridge,Success,18,,EVER-931-09,1993,EVER931091993,31,21,0,0,10,0,0
1993 Spr,Nepal,"Australia, India, Macedonia",Tashi Tenzing,S Col-SE Ridge,Success,2,1,EVER-931-10,1993,EVER931101993,8,8,1,0,0,#DIV/0!,0.125
1993 Spr,Nepal,Nepal,Pasang Lhamu Sherpa,S Col-SE Ridge,Success,6,2,EVER-931-11,1993,EVER931111993,10,4,1,1,6,0.166666667,0.25
1993 Spr,Nepal,"New Zealand, Finland, France, UK, USA","Rob Hall, Gary Ball",S Col-SE Ridge,Success,7,,EVER-931-12,1993,EVER931121993,14,11,0,0,3,0,0
1993 Spr,China,"Ireland, UK",Dawson Stelfox,N Col-NE Ridge,Success,1,,EVER-931-13,1993,EVER931131993,17,16,0,0,1,0,0
1993 Spr,Nepal,"Russia, Belarus",Alexender Volguine,W Cwm-W Ridge (to 6800m) / S Col-SE Ridge,Success,4,,EVER-931-14,1993,EVER931141993,10,10,0,0,0,#DIV/0!,0
1993 Spr,Nepal,"UK, Australia, Canada, USA","John Barry, Peter Earl",S Col-SE Ridge,Success,4,,EVER-931-15,1993,EVER931151993,20,17,0,0,3,0,0
1993 Spr,Nepal,Lithuania,Vladas Vitkauskas,S Col-SE Ridge,Success,1,,EVER-931-16,1993,EVER931161993,1,1,0,0,0,#DIV/0!,0
1993 Spr,Nepal,Spain,Lluis Belvis Del Rio,S Col-SE Ridge,Success,3,,EVER-931-17,1993,EVER931171993,10,9,0,0,1,0,0
1993 Spr,China,"Switzerland, Germany","Gaudenz Bass, Christoph Jezler",N Col-NE Ridge,Bad Weather,,,EVER-931-18,1993,EVER931181993,8,8,0,0,0,#DIV/0!,0
1993 Spr,China,S Korea,Oh In-Hwan,N Col-NE Ridge (up); SE Ridge-S Col (down),Success,2,,EVER-931-19,1993,EVER931191993,6,5,0,0,1,0,0
1993 Sum,China,USA,James Wickwire,N Col,Bad Conditions,,,EVER-932-01,1993,EVER932011993,2,2,0,0,0,#DIV/0!,0
1993 Sum,China,"USA, Canada",Robert Anderson,N Face (Great Couloir),Bad Conditions,,,EVER-932-02,1993,EVER932021993,7,7,0,0,0,#DIV/0!,0
1993 Aut,China,India,Amulya Sen,N Col-NE Ridge,Bad Weather,,,EVER-933-01,1993,EVER933011993,9,9,0,0,0,#DIV/0!,0
1993 Aut,China,S Korea,Lim Hyung-Chil,N Col-NE Ridge,Success,2,,EVER-933-02,1993,EVER933021993,12,11,0,0,1,0,0
1993 Aut,Nepal,Spain,Juanito Oiarzabal,S Pillar-SE Ridge,Success,2,1,EVER-933-03,1993,EVER933031993,11,8,1,0,3,0,0.125
1993 Aut,China,USA,Ed Viesturs,N Face (Great Couloir) (to 7160m) / N Col-NE Ridge (to 7800m),Bad Weather,,,EVER-933-04,1993,EVER933041993,3,2,0,0,1,0,0
1993 Aut,Nepal,"UK, Spain, USA",Stephen Bell,S Col-SE Ridge,Success,16,,EVER-933-05,1993,EVER933051993,21,14,0,0,7,0,0
1993 Aut,Nepal,France,Alain Esteve,S Col-SE Ridge,Success,9,,EVER-933-06,1993,EVER933061993,13,9,0,0,4,0,0
1993 Aut,China,"UK, Australia, Finland, France, Ireland, Poland, Russia, USA",Jonathan Tinker,N Col-NE Ridge,Success,4,1,EVER-933-07,1993,EVER933071993,25,23,1,0,2,0,0.043478261
